step,vehicle_id,action,lane,pos,speed,reward
39,3,IDLE,0,242.40086212721192,25.000001230790357,-0.24999993846048219
39,4,IDLE,1,330.79074827804214,25.000000172528154,-0.2499999913735923
39,5,IDLE,1,269.9216990880315,25.000001066479392,-0.24999994667603043
39,6,IDLE,1,301.1448010774811,28.267803846392635,-0.0866098076803683
39,7,IDLE,1,241.83623206351362,25.00000091197448,-0.5137806077161575
39,8,IDLE,2,307.2759614940896,28.26780429850886,-0.08660978507455697
39,9,LANE_LEFT,2,231.85421769465918,25.000001286274777,-0.2499999356862611
39,10,LANE_LEFT,2,205.79692334380545,25.000000738634274,-0.8135986380128093
39,11,LANE_LEFT,2,280.74236419545025,25.00000031334936,-0.7411425508213574
40,0,IDLE,0,365.9804047931102,25.000000888987756,-0.24999995555061216
40,1,IDLE,0,306.97641618164835,25.000000957352782,-0.24999995213236093
40,2,IDLE,0,216.61081441340696,25.000000325211673,-0.24999998373941634
40,3,IDLE,0,247.4008623470321,25.000000864423406,-0.2499999567788297
40,4,IDLE,1,335.7907483088558,25.000000121172036,-0.24999999394139816
40,5,IDLE,1,274.92169927850557,25.00000074902256,-0.2499999625488719
40,6,IDLE,1,306.83542941877096,28.783423277576173,-0.06082883612119139
40,7,IDLE,1,246.836232226393,25.000000640508826,-0.5137805739248378
40,8,IDLE,2,312.9638187437081,28.783423595111845,-0.06082882024440772
40,9,LANE_LEFT,2,236.849294010787,25.00000090339189,-0.2499999548304055
40,10,LANE_LEFT,2,210.79692347572615,25.00000051876646,-0.8143545297701339
40,11,LANE_LEFT,2,285.720999168092,25.000000220075272,-0.6356296125597158
41,0,IDLE,0,370.98040495188417,25.000000624364514,-0.24999996878177433
41,1,IDLE,0,311.9764163526324,25.000000672379457,-0.24999996638102717
41,2,IDLE,0,221.61081447149004,25.000000228406552,-0.24999998857967243
41,3,IDLE,0,252.40086250141883,25.000000607112185,-0.24999996964439075
41,4,IDLE,1,340.7907483304973,25.000000085102997,-0.2499999957448502
41,5,IDLE,1,279.92169941228167,25.000000526062486,-0.24999997369687565
41,6,IDLE,1,312.6181478148484,29.145559284113855,-0.04272203579430722
41,7,IDLE,1,251.83623234078843,25.00000044984982,-0.5137805501921049
41,8,IDLE,2,318.7459706720277,29.145559507129306,-0.042722024643534695
41,9,LANE_LEFT,2,241.8408964921398,25.000000634480998,-0.24999996827595017
41,10,LANE_LEFT,2,215.79692356837825,25.000000364346263,-0.8156440637680308
41,11,LANE_LEFT,2,290.70293342114576,25.000000154565896,-0.5198280444291694
42,0,IDLE,0,375.9804050633962,25.00000043851115,-0.2499999780744424
42,1,IDLE,0,316.9764164727199,25.000000472233584,-0.24999997638832083
42,2,IDLE,0,226.61081451228364,25.000000160417223,-0.2499999919791389
42,3,IDLE,0,257.4008626098496,25.000000426394294,-0.24999997868028534
42,4,IDLE,1,345.79074834569684,25.000000059770557,-0.24999999701147213
42,5,IDLE,1,284.92169950623685,25.0000003694705,-0.24999998152647507
42,6,IDLE,1,318.46554399974775,29.39989897594828,-0.03000505120258601
42,7,IDLE,1,256.83623242113197,25.000000315943907,-0.513780533523852
42,8,IDLE,2,324.5933193337615,29.399899132579158,-0.030450620429792616
42,9,LANE_LEFT,2,246.82859928589028,25.000000445616283,-0.2499999777191858
42,10,LANE_LEFT,2,220.79689795828565,25.00000025589203,-0.8175292462687451
42,11,LANE_LEFT,2,295.6886860322357,25.000000108556566,-0.39878192210858243
43,0,IDLE,0,380.98040514171464,25.000000307980397,-0.24999998460098016
43,1,IDLE,0,321.9764165570612,25.000000331664737,-0.24999998341676322
43,2,IDLE,0,231.61081454093429,25.000000112666143,-0.24999999436669285
43,3,IDLE,0,262.40086268600396,25.000000299470344,-0.2499999850264828
43,4,IDLE,1,350.79074835637186,25.000000041978772,-0.24999999790106142
43,5,IDLE,1,289.9216995722246,25.00000025949094,-0.249999987025453
43,6,IDLE,1,324.35836546294183,29.578529870624852,-1.2001952245228185
43,7,IDLE,1,261.8362324775598,25.000000221897505,-0.5137805218172002
43,8,IDLE,2,330.48614008787405,29.57852998063173,-0.022398376509451576
43,9,LANE_LEFT,2,251.81236237111247,25.000000312970556,-0.2499999843514722
43,10,LANE_LEFT,2,225.79648025871504,25.000000179721148,-0.8199607383975618
43,11,LANE_LEFT,2,300.67840772223553,25.00000007624275,-0.2757181941935332
44,0,IDLE,0,385.9804051967202,25.00000021630448,-0.24999998918477606
44,1,IDLE,0,326.9764166162968,25.000000232938746,-0.2499999883530627
44,2,IDLE,0,236.61081456105654,25.000000079129034,-0.24999999604354828
44,3,IDLE,0,267.4008627394896,25.000000210327595,-0.24999998948362023
44,4,IDLE,1,355.79074836386934,25.000000029483033,-0.2499999985258483
44,5,IDLE,1,294.9216996185699,25.00000018224878,-0.24999999088756097
44,6,IDLE,1,330.28309055094644,29.703988057283844,-1.353297229698092
44,7,IDLE,1,266.8362325171909,25.00000015584571,-0.513780513595254
44,8,IDLE,2,336.4108651947639,29.70398813454519,-0.01849531847920946
44,9,LANE_LEFT,2,256.79252858889686,25.000000219809223,-0.2499999890095388
44,10,LANE_LEFT,2,230.7946858852174,25.000000126223906,-0.822735293958723
44,11,LANE_LEFT,2,305.67186206226773,25.00000005354772,-0.24999999732261402
45,0,IDLE,0,390.98040523535235,25.000000151917547,-0.24999999240412263
45,1,IDLE,0,331.9764166578998,25.000000163600323,-0.2499999918199839
45,2,IDLE,0,241.61081457518904,25.00000005557485,-0.24999999722125743
45,3,IDLE,0,272.4008627770542,25.000000147719792,-0.2499999926140104
45,4,IDLE,1,360.7907483691351,25.000000020706878,-0.24999999896465608
45,5,IDLE,1,299.9216996511197,25.000000127999144,-0.24999999360004277
45,6,IDLE,1,336.2302225743461,29.792101351617735,-1.5120923253179501
45,7,IDLE,1,271.8362325450251,25.000000109455428,-0.5137805078207132
45,8,IDLE,2,342.3579972318232,29.792101405880846,-0.020033463936119385
45,9,LANE_LEFT,2,261.76978603001976,25.00000015437904,-0.24999999228104797
45,10,LANE_LEFT,2,235.79040802788694,25.000000088651085,-0.8255772582222747
45,11,LANE_LEFT,2,310.66844457295014,25.000000037608274,-0.2499999981195863
46,0,IDLE,0,395.98040526248496,25.00000010669655,-0.24999999466517253
46,1,IDLE,0,336.97641668711896,25.000000114901734,-0.24999999425491326
46,2,IDLE,0,246.61081458511475,25.000000039031995,-0.24999999804840023
46,3,IDLE,0,277.4008628034371,25.00000010374833,-0.2499999948125835
46,4,IDLE,1,365.7907483728334,25.0000000145431,-0.249999999272845
46,5,IDLE,1,304.92169967398047,25.00000008989789,-0.24999999550510554
46,6,IDLE,1,342.193091704635,29.85398613446952,-1.6772707459926777
46,7,IDLE,1,276.8362325645739,25.000000076874045,-0.5137805037650611
46,8,IDLE,2,348.32086637179947,29.853986172580235,-0.030780748837248018
46,9,LANE_LEFT,2,266.74509931588756,25.000000108425336,-0.24999999457873323
46,10,LANE_LEFT,2,240.78279490395389,25.00000006226249,-0.8282069107362275
46,11,LANE_LEFT,2,315.66723936959005,25.000000026413492,-0.24999999867932543
47,0,IDLE,0,400.9804052815411,25.0000000749364,-0.24999999625318003
47,1,IDLE,0,341.9764167076405,25.000000080699163,-0.24999999596504185
47,2,IDLE,0,251.61081459208592,25.000000027413417,-0.2499999986293291
47,3,IDLE,0,282.40086282196665,25.00000007286577,-0.24999999635671144
47,4,IDLE,1,370.7907483754308,25.000000010214087,-0.24999999948929563
47,5,IDLE,1,309.9216996900363,25.00000006313816,-0.24999999684309204
47,6,IDLE,1,348.16701350807523,29.897449795402462,-1.8495081977172172
47,7,IDLE,1,281.8362325783036,25.000000053991098,-0.5137805009166492
47,8,IDLE,2,354.2947881820463,29.897449822168834,-0.058477551694926286
47,9,LANE_LEFT,2,271.7196166209622,25.00000007615058,-0.24999999619247093
47,10,LANE_LEFT,2,245.77134097176418,25.00000004372894,-0.8303688977272343
47,11,LANE_LEFT,2,320.6670815930122,25.000000018551038,-0.25020742540231306
48,0,IDLE,0,405.9804052949248,25.000000052630227,-0.24999999736848866
48,1,IDLE,0,346.9764167220535,25.0000000566776,-0.24999999716611998
48,2,IDLE,0,256.610814596982,25.000000019253317,-0.24999999903733416
48,3,IDLE,0,287.40086283498056,25.00000005117596,-0.24999999744120205
48,4,IDLE,1,375.79074837725506,25.00000000717368,-0.24999999964131603
48,5,IDLE,1,314.92169970131283,25.000000044343945,-0.24999999778280269
48,6,IDLE,1,354.14869795713065,29.927975713643427,-2.0295093801776156
48,7,IDLE,1,286.8362325879464,25.000000037919676,-0.5137804989161123
48,8,IDLE,2,360.27647263588227,29.927975732442306,-0.11657433394053271
48,9,LANE_LEFT,2,276.69456100566015,25.00000005348299,-0.24999999732585054
48,10,LANE_LEFT,2,250.75592328328736,25.000000030712233,-0.8318548859309045
48,11,LANE_LEFT,1,324.7473930348255,25.000000013028984,-0.330633294193546
49,0,IDLE,0,410.9804053043246,25.000000036963893,-0.2499999981518053
49,1,IDLE,0,351.9764167321762,25.00000003980649,-0.24999999800967543
49,2,IDLE,0,261.6108146004206,25.00000001352222,-0.24999999932388894
49,3,IDLE,0,292.40086284412064,25.00000003594251,-0.24999999820287455
49,4,IDLE,1,380.79074837853625,25.000000005038302,-0.24999999974808484
49,5,IDLE,1,319.9216997092327,25.000000031144168,-0.24999999844279164
49,6,IDLE,1,360.13583436030814,29.94941504168098,-2.2180416155971647
49,7,IDLE,1,291.8362325947189,25.0000000266322,-0.5137804975110767
49,8,IDLE,2,366.2636090424172,29.94941505488403,-0.22536833401550102
49,9,LANE_LEFT,2,281.6711154403555,25.000000037562813,-0.24999999812185936
49,10,LANE_LEFT,2,255.7368054465865,25.000000021570184,-0.8325223200804979
49,11,IDLE,1,329.6993072440762,25.00000000915067,-0.24999999954246643
50,0,IDLE,0,415.9804053109264,25.000000025960922,-0.24999999870195388
50,1,IDLE,0,356.97641673928564,25.00000002795737,-0.2499999986021315
50,2,IDLE,0,266.6108146028357,25.00000000949709,-0.2499999995251455
50,3,IDLE,0,297.40086285053997,25.000000025243573,-0.24999999873782142
50,4,IDLE,1,385.7907483794361,25.00000000353856,-0.24999999982307197
50,5,IDLE,1,324.92169971479507,25.000000021873543,-4.735190830534283
50,6,IDLE,1,366.1267998451187,29.96447256699679,-2.415964585040511
50,7,IDLE,1,296.83623259947547,25.000000018704647,-0.24999999906476766
50,8,IDLE,2,372.2545745295858,29.964472576269717,-0.4110663857196892
50,9,LANE_LEFT,2,286.65031117640234,25.000000026381564,-0.24999999868092182
50,10,LANE_LEFT,2,260.7146071093356,25.000000015149432,-0.8323073090915583
50,11,IDLE,1,334.69739932444594,25.00000000642681,-0.2499999996786595
51,0,IDLE,0,420.9804053155631,25.000000018233184,-0.2499999990883408
51,1,IDLE,0,361.9764167442788,25.00000001963535,-0.24999999901823244
51,2,IDLE,0,271.61081460453187,25.00000000667011,-0.24999999966649455
51,3,IDLE,0,302.4008628550485,25.000000017729366,-0.24999999911353166
51,4,IDLE,1,390.7907483800681,25.000000002485244,-0.24999999987573784
51,5,IDLE,1,329.9216997187017,25.000000015362488,-4.7352146442762
51,6,IDLE,1,372.12045461634364,29.975047948288555,-2.624260263997797
51,7,IDLE,1,301.83623260281615,25.00000001313687,-0.24999999934315653
51,8,IDLE,2,378.24822930246694,29.975047954801227,-0.7010788866707833
51,9,LANE_LEFT,2,291.6329289984117,25.000000018528617,-0.24999999907356918
51,10,LANE_LEFT,2,265.690241320944,25.000000010639933,-0.8312303884816339
51,11,IDLE,1,339.69734112777854,25.000000004513755,-0.2499999997743123
52,0,IDLE,0,425.9804053188196,25.00000001280575,-0.2499999993597125
52,1,IDLE,0,366.9764167477857,25.000000013790533,-0.24999999931047334
52,2,IDLE,0,276.61081460572314,25.00000000468463,-0.24999999976576848
52,3,IDLE,0,307.400862858215,25.000000012451903,-0.2499999993774049
52,4,IDLE,1,395.790748380512,25.000000001745466,-0.2499999999127267
52,5,IDLE,1,334.92169972144546,25.000000010789567,-4.735215345995241
52,6,IDLE,1,378.11599815937126,29.982475376575778,-2.8440663661102867
52,7,IDLE,1,306.8362326051624,25.00000000922644,-0.24999999953867802
52,8,IDLE,2,384.2437728466578,29.982475381149833,-1.114686242607193
52,9,LANE_LEFT,2,296.61942232759367,25.00000001301324,-0.24999999934933803
52,10,LANE_LEFT,2,270.6648260181731,25.000000007472764,-0.8293946647586078
52,11,IDLE,1,344.6973394143547,25.000000003170154,-0.24999999984149235
53,0,IDLE,0,430.9804053211067,25.000000008993887,-0.24999999955030572
53,1,IDLE,0,371.9764167502487,25.000000009685532,-0.24999999951572338
53,2,IDLE,0,281.6108146065598,25.000000003290165,-0.24999999983549182
53,3,IDLE,0,312.4008628604389,25.00000000874537,-0.24999999956273145
53,4,IDLE,1,400.79074838082374,25.0000000012259,-0.24999999993870503
53,5,IDLE,1,339.9216997233725,25.000000007577857,-4.735215366822931
53,6,IDLE,1,384.1128682472042,29.98769189685432,-3.0767165476536156
53,7,IDLE,1,311.8362326068103,25.000000006480022,-0.24999999967599895
53,8,IDLE,2,390.24064293530756,29.98769190006682,-1.6504499847901313
53,9,LANE_LEFT,2,301.6098699583764,25.00000000913961,-0.24999999954301944
53,10,LANE_LEFT,2,275.63957791741393,25.00000000524836,-0.8269764434999051
53,11,IDLE,1,349.69733936451735,25.0000000022265,-0.24999999988867505
54,0,IDLE,0,435.980405322713,25.000000006316693,-0.2499999996841653
54,1,IDLE,0,376.97641675197855,25.00000000680246,-0.24999999965987707
54,2,IDLE,0,286.61081460714746,25.000000002310784,-0.24999999988446076
54,3,IDLE,0,317.40086286200085,25.000000006142155,-0.24999999969289222
54,4,IDLE,1,405.7907483810427,25.00000000086099,-0.24999999995695055
54,5,IDLE,1,344.92169972472595,25.000000005322175,-4.735215367572277
54,6,IDLE,1,390.11067000985224,29.991355625774226,-3.323791170927995
54,7,IDLE,1,316.83623260796764,25.000000004551126,-0.2499999997724437
54,8,IDLE,2,396.1314488137557,28.503015435986573,-2.3376122111380004
54,9,LANE_LEFT,2,306.60396417941485,25.000000006419043,-0.24999999967904785
54,10,LANE_LEFT,2,280.61569807228165,25.000000003686093,-0.8242089967277919
54,11,IDLE,1,354.69733936343306,25.00000000156374,-0.249999999921813
55,0,IDLE,0,440.9804053238412,25.000000004436416,-0.24999999977817922
55,1,IDLE,0,381.97641675319346,25.000000004777586,-0.24999999976112064
55,2,IDLE,0,291.6108146075602,25.000000001622936,-0.24999999991885313
55,3,IDLE,0,322.4008628630978,25.000000004313833,-0.2499999997843083
55,4,IDLE,1,410.79074838119647,25.0000000006047,-0.24999999996976496
55,5,IDLE,1,349.92169972567655,25.000000003737934,-4.735215367690519
55,6,IDLE,1,396.1091261175008,29.993928779693285,-3.5871836348497554
55,7,IDLE,1,321.83623260878045,25.000000003196405,-0.5137804945938449
55,8,IDLE,2,401.6500943689895,25.97193951059688,-3.057840825632582
55,9,LANE_LEFT,2,311.6010370287946,25.000000004508298,-0.2499999997745851
55,10,LANE_LEFT,2,285.59425872823704,25.000000002588862,-0.8213606952864627
55,11,IDLE,1,359.6973393636688,25.000000001098265,-0.24999999994508681
56,0,IDLE,0,445.9804053246336,25.000000003115836,-0.24999999984420818
56,1,IDLE,0,386.97641675404674,25.000000003355453,-0.24999999983222732
56,2,IDLE,0,296.6108146078501,25.00000000113984,-0.24999999994300803
56,3,IDLE,0,327.40086286386827,25.00000000302974,-0.24999999984851295
56,4,IDLE,1,415.79074838130447,25.0000000004247,-0.2499999999787651
56,5,IDLE,1,354.9216997263441,25.00000000262527,-4.735215367761525
56,6,IDLE,1,402.1080417925571,29.995735987932733,-3.8691894083604965
56,7,IDLE,1,326.8362326093513,25.000000002244935,-0.5137804944754125
56,8,IDLE,2,406.60969179598504,22.705943798937724,-3.7081220481490376
56,9,LANE_LEFT,2,316.6001235636594,25.00000000316632,-0.24999999984168397
56,10,LANE_LEFT,2,290.57610106707847,25.00000000181824,-0.8187093123453048
56,11,IDLE,1,364.6973393638637,25.000000000771347,-0.24999999996143263
57,0,IDLE,0,450.9804053251901,25.00000000218835,-0.24999999989058241
57,1,IDLE,0,391.97641675464604,25.00000000235664,-0.24999999988216803
57,2,IDLE,0,301.61081460805366,25.000000000800544,-0.2499999999599728
57,3,IDLE,0,332.40086286440936,25.000000002127884,-0.24999999989360577
57,4,IDLE,1,420.7907483813803,25.00000000029828,-0.24999999998508604
57,5,IDLE,1,359.921699726813,25.000000001843812,-4.735215367811074
57,6,IDLE,1,408.10728023649244,29.997005248040548,-4.172628472769773
57,7,IDLE,1,331.8362326097523,25.00000000157669,-0.5137804943922311
57,8,IDLE,2,410.87898381604225,18.923790432175743,-7.550581054521791
57,9,LANE_LEFT,2,321.60002143196664,25.000000002223807,-0.25024944755461404
57,10,LANE_LEFT,2,295.5617529753349,25.00000000127701,-0.8165202483555395
57,11,IDLE,1,369.69733936400144,25.000000000541743,-0.2499999999729129
58,0,IDLE,0,454.31373865879897,25.000000001729067,-0.2499999999135467
58,1,IDLE,0,395.30975008827613,25.000000001862034,-0.24999999990689825
58,2,IDLE,0,304.9441479414878,25.00000000063253,-0.24999999996837352
58,3,IDLE,0,335.73419619801064,25.00000000168129,-0.24999999991593547
58,4,IDLE,1,424.1240817147512,25.000000000235676,-0.2499999999882162
58,5,IDLE,1,363.25503306037854,25.00000000145684,-4.735215367835609
58,6,IDLE,1,412.10690311957904,17.05089614394133,-217.19626396982818
58,7,IDLE,1,335.16956594328417,25.00000000124578,-0.5137804943510385
58,8,IDLE,1,412.43361458205715,17.05089614394133,-202.88645752957683
58,9,LANE_LEFT,1,324.0941996569183,25.00000000175708,-4.235895972260631
58,10,LANE_LEFT,2,298.8877325569697,25.000000001008996,-0.24999999994955024
58,11,IDLE,1,373.03067269740296,25.000000000428045,-0.2499999999785978
